"MSOA","Tenure","PPerBed","Composition","Count"
"E02000876",3,4,2,79
"E02000876",3,4,3,21
"E02000876",3,4,4,8
"E02000876",3,4,5,5
"E02000876",5,1,1,79
"E02000876",5,1,2,2
"E02000876",5,1,3,0
"E02000876",5,1,4,5
"E02000876",5,1,5,0
"E02000876",5,2,1,382
"E02000876",5,2,2,33
"E02000876",5,2,3,7
"E02000876",5,2,4,59
"E02000876",5,2,5,8
"E02000876",5,3,1,0
"E02000876",5,3,2,70
"E02000876",5,3,3,2
"E02000876",5,3,4,40
"E02000876",5,3,5,3
"E02000876",5,4,1,0
"E02000876",5,4,2,246
"E02000876",5,4,3,25
"E02000876",5,4,4,60
"E02000876",5,4,5,8
"E02000876",6,1,1,69
"E02000876",6,1,2,2
"E02000876",6,1,3,1
"E02000876",6,1,4,1
"E02000876",6,1,5,9
"E02000876",6,2,1,184
"E02000876",6,2,2,26
"E02000876",6,2,3,46
"E02000876",6,2,4,16
"E02000876",6,2,5,263
"E02000876",6,3,1,0
"E02000876",6,3,2,29
"E02000876",6,3,3,28
"E02000876",6,3,4,15
"E02000876",6,3,5,58
"E02000876",6,4,1,0
"E02000876",6,4,2,100
"E02000876",6,4,3,118
"E02000876",6,4,4,14
"E02000876",6,4,5,62
"E02000877",2,1,1,65
"E02000877",2,1,2,2
"E02000877",2,1,3,0
"E02000877",2,1,4,1
"E02000877",2,1,5,0
"E02000877",2,2,1,14
"E02000877",2,2,2,40
"E02000877",2,2,3,5
"E02000877",2,2,4,10
"E02000877",2,2,5,14
"E02000877",2,3,1,0
"E02000877",2,3,2,6
"E02000877",2,3,3,2
"E02000877",2,3,4,3
"E02000877",2,3,5,3
"E02000877",2,4,1,0
"E02000877",2,4,2,19
"E02000877",2,4,3,4
"E02000877",2,4,4,2
"E02000877",2,4,5,3
"E02000877",3,1,1,85
"E02000877",3,1,2,4
"E02000877",3,1,3,0
"E02000877",3,1,4,3
"E02000877",3,1,5,1
"E02000877",3,2,1,40
"E02000877",3,2,2,52
"E02000877",3,2,3,33
"E02000877",3,2,4,24
"E02000877",3,2,5,34
"E02000877",3,3,1,0
"E02000877",3,3,2,43
"E02000877",3,3,3,11
"E02000877",3,3,4,8
"E02000877",3,3,5,1
"E02000877",3,4,1,0
"E02000877",3,4,2,81
"E02000877",3,4,3,12
"E02000877",3,4,4,10
"E02000877",3,4,5,5
"E02000877",5,1,1,239
"E02000877",5,1,2,2
"E02000877",5,1,3,0
"E02000877",5,1,4,5
"E02000877",5,1,5,5
"E02000877",5,2,1,307
"E02000877",5,2,2,69
"E02000877",5,2,3,22
"E02000877",5,2,4,201
"E02000877",5,2,5,36
"E02000877",5,3,1,0
"E02000877",5,3,2,98
"E02000877",5,3,3,15
"E02000877",5,3,4,105
"E02000877",5,3,5,7
"E02000877",5,4,1,0
"E02000877",5,4,2,475
"E02000877",5,4,3,57
"E02000877",5,4,4,83
"E02000877",5,4,5,23
"E02000877",6,1,1,76
"E02000877",6,1,2,0
"E02000877",6,1,3,0
"E02000877",6,1,4,2
"E02000877",6,1,5,13
"E02000877",6,2,1,52
"E02000877",6,2,2,36
"E02000877",6,2,3,43
"E02000877",6,2,4,32
"E02000877",6,2,5,227
"E02000877",6,3,1,0
"E02000877",6,3,2,32
"E02000877",6,3,3,26
"E02000877",6,3,4,21
"E02000877",6,3,5,74
"E02000877",6,4,1,0
"E02000877",6,4,2,115
"E02000877",6,4,3,45
"E02000877",6,4,4,27
"E02000877",6,4,5,42
"E02000878",2,1,1,118
"E02000878",2,1,2,8
"E02000878",2,1,3,1
"E02000878",2,1,4,2
"E02000878",2,1,5,0
"E02000878",2,2,1,54
"E02000878",2,2,2,42
"E02000878",2,2,3,24
"E02000878",2,2,4,13
"E02000878",2,2,5,28
"E02000878",2,3,1,0
"E02000878",2,3,2,27
"E02000878",2,3,3,3
"E02000878",2,3,4,3
"E02000878",2,3,5,0
"E02000878",2,4,1,0
"E02000878",2,4,2,34
"E02000878",2,4,3,11
"E02000878",2,4,4,4
"E02000878",2,4,5,5
"E02000878",3,1,1,132
"E02000878",3,1,2,2
"E02000878",3,1,3,1
"E02000878",3,1,4,2
"E02000878",3,1,5,3
"E02000878",3,2,1,135
"E02000878",3,2,2,79
"E02000878",3,2,3,45
"E02000878",3,2,4,21
"E02000878",3,2,5,45
"E02000878",3,3,1,0
"E02000878",3,3,2,50
"E02000878",3,3,3,6
"E02000878",3,3,4,5
"E02000878",3,3,5,4
"E02000878",3,4,1,0
"E02000878",3,4,2,112
"E02000878",3,4,3,18
"E02000878",3,4,4,12
"E02000878",3,4,5,3
"E02000878",5,1,1,95
"E02000878",5,1,2,3
"E02000878",5,1,3,0
"E02000878",5,1,4,7
"E02000878",5,1,5,2
"E02000878",5,2,1,441
"E02000878",5,2,2,46
"E02000878",5,2,3,8
"E02000878",5,2,4,83
"E02000878",5,2,5,18
"E02000878",5,3,1,0
"E02000878",5,3,2,79
"E02000878",5,3,3,8
"E02000878",5,3,4,37
"E02000878",5,3,5,4
"E02000878",5,4,1,0
"E02000878",5,4,2,305
"E02000878",5,4,3,27
"E02000878",5,4,4,64
"E02000878",5,4,5,17
"E02000878",6,1,1,154
"E02000878",6,1,2,1
"E02000878",6,1,3,2
"E02000878",6,1,4,1
"E02000878",6,1,5,18
"E02000878",6,2,1,338
"E02000878",6,2,2,43
"E02000878",6,2,3,94
"E02000878",6,2,4,12
"E02000878",6,2,5,409
"E02000878",6,3,1,0
"E02000878",6,3,2,24
"E02000878",6,3,3,28
"E02000878",6,3,4,5
"E02000878",6,3,5,66
"E02000878",6,4,1,0
"E02000878",6,4,2,100
"E02000878",6,4,3,167
"E02000878",6,4,4,12
"E02000878",6,4,5,130
"E02000879",2,1,1,85
"E02000879",2,1,2,5
"E02000879",2,1,3,1
"E02000879",2,1,4,2
"E02000879",2,1,5,0
"E02000879",2,2,1,47
"E02000879",2,2,2,49
"E02000879",2,2,3,16
"E02000879",2,2,4,16
"E02000879",2,2,5,7
"E02000879",2,3,1,0
"E02000879",2,3,2,18
"E02000879",2,3,3,3
"E02000879",2,3,4,2
"E02000879",2,3,5,1
"E02000879",2,4,1,0
"E02000879",2,4,2,19
"E02000879",2,4,3,3
"E02000879",2,4,4,1
"E02000879",2,4,5,3
"E02000879",3,1,1,100
"E02000879",3,1,2,0
"E02000879",3,1,3,0
"E02000879",3,1,4,0
"E02000879",3,1,5,1
"E02000879",3,2,1,53
"E02000879",3,2,2,51
"E02000879",3,2,3,32
"E02000879",3,2,4,20
"E02000879",3,2,5,28
"E02000879",3,3,1,0
"E02000879",3,3,2,30
"E02000879",3,3,3,9
"E02000879",3,3,4,6
"E02000879",3,3,5,3
"E02000879",3,4,1,0
"E02000879",3,4,2,89
"E02000879",3,4,3,24
"E02000879",3,4,4,5
"E02000879",3,4,5,8
"E02000879",5,1,1,176
"E02000879",5,1,2,0
"E02000879",5,1,3,0
"E02000879",5,1,4,2
"E02000879",5,1,5,0
"E02000879",5,2,1,369
"E02000879",5,2,2,86
"E02000879",5,2,3,10
"E02000879",5,2,4,126
"E02000879",5,2,5,30
"E02000879",5,3,1,0
"E02000879",5,3,2,72
"E02000879",5,3,3,6
"E02000879",5,3,4,54
"E02000879",5,3,5,4
"E02000879",5,4,1,0
"E02000879",5,4,2,276
"E02000879",5,4,3,29
"E02000879",5,4,4,56
"E02000879",5,4,5,18
"E02000879",6,1,1,53
"E02000879",6,1,2,1
"E02000879",6,1,3,5
"E02000879",6,1,4,0
"E02000879",6,1,5,8
"E02000879",6,2,1,147
"E02000879",6,2,2,23
"E02000879",6,2,3,23
"E02000879",6,2,4,16
"E02000879",6,2,5,188
"E02000879",6,3,1,0
"E02000879",6,3,2,25
"E02000879",6,3,3,13
"E02000879",6,3,4,14
"E02000879",6,3,5,50
"E02000879",6,4,1,0
"E02000879",6,4,2,96
"E02000879",6,4,3,82
"E02000879",6,4,4,14
"E02000879",6,4,5,46
"E02000880",2,1,1,53
"E02000880",2,1,2,3
"E02000880",2,1,3,0
"E02000880",2,1,4,1
"E02000880",2,1,5,0
"E02000880",2,2,1,23
"E02000880",2,2,2,23
"E02000880",2,2,3,5
"E02000880",2,2,4,11
"E02000880",2,2,5,9
"E02000880",2,3,1,0
"E02000880",2,3,2,8
"E02000880",2,3,3,1
"E02000880",2,3,4,2
"E02000880",2,3,5,3
"E02000880",2,4,1,0
"E02000880",2,4,2,17
"E02000880",2,4,3,4
"E02000880",2,4,4,2
"E02000880",2,4,5,2
"E02000880",3,1,1,65
"E02000880",3,1,2,2
"E02000880",3,1,3,0
"E02000880",3,1,4,1
"E02000880",3,1,5,2
"E02000880",3,2,1,56
"E02000880",3,2,2,30
"E02000880",3,2,3,18
"E02000880",3,2,4,14
"E02000880",3,2,5,33
"E02000880",3,3,1,0
"E02000880",3,3,2,27
"E02000880",3,3,3,7
"E02000880",3,3,4,6
"E02000880",3,3,5,3
"E02000880",3,4,1,0
"E02000880",3,4,2,73
"E02000880",3,4,3,20
"E02000880",3,4,4,5
"E02000880",3,4,5,8
"E02000880",5,1,1,138
"E02000880",5,1,2,2
"E02000880",5,1,3,0
"E02000880",5,1,4,4
"E02000880",5,1,5,0
"E02000880",5,2,1,240
"E02000880",5,2,2,33
"E02000880",5,2,3,4
"E02000880",5,2,4,64
"E02000880",5,2,5,17
"E02000880",5,3,1,0
"E02000880",5,3,2,56
"E02000880",5,3,3,6
"E02000880",5,3,4,43
"E02000880",5,3,5,0
"E02000880",5,4,1,0
"E02000880",5,4,2,220
"E02000880",5,4,3,24
"E02000880",5,4,4,48
"E02000880",5,4,5,9
"E02000880",6,1,1,47
"E02000880",6,1,2,2
"E02000880",6,1,3,1
"E02000880",6,1,4,0
"E02000880",6,1,5,2
"E02000880",6,2,1,100
"E02000880",6,2,2,11
"E02000880",6,2,3,26
"E02000880",6,2,4,8
"E02000880",6,2,5,161
"E02000880",6,3,1,0
"E02000880",6,3,2,30
"E02000880",6,3,3,19
"E02000880",6,3,4,16
"E02000880",6,3,5,52
"E02000880",6,4,1,0
"E02000880",6,4,2,75
"E02000880",6,4,3,50
"E02000880",6,4,4,11
"E02000880",6,4,5,34
"E02000881",2,1,1,73
"E02000881",2,1,2,1
"E02000881",2,1,3,0
"E02000881",2,1,4,2
"E02000881",2,1,5,0
"E02000881",2,2,1,18
"E02000881",2,2,2,30
"E02000881",2,2,3,4
"E02000881",2,2,4,14
"E02000881",2,2,5,17
"E02000881",2,3,1,0
"E02000881",2,3,2,14
"E02000881",2,3,3,2
"E02000881",2,3,4,2
"E02000881",2,3,5,0
"E02000881",2,4,1,0
"E02000881",2,4,2,13
"E02000881",2,4,3,2
"E02000881",2,4,4,3
"E02000881",2,4,5,2
"E02000881",3,1,1,90
"E02000881",3,1,2,1
"E02000881",3,1,3,2
"E02000881",3,1,4,1
"E02000881",3,1,5,0
"E02000881",3,2,1,65
"E02000881",3,2,2,54
"E02000881",3,2,3,37
"E02000881",3,2,4,18
"E02000881",3,2,5,19
"E02000881",3,3,1,0
"E02000881",3,3,2,36
"E02000881",3,3,3,3
"E02000881",3,3,4,5
"E02000881",3,3,5,2
"E02000881",3,4,1,0
"E02000881",3,4,2,65
"E02000881",3,4,3,19
"E02000881",3,4,4,7
"E02000881",3,4,5,3
"E02000881",5,1,1,150
"E02000881",5,1,2,3
"E02000881",5,1,3,1
"E02000881",5,1,4,5
"E02000881",5,1,5,2
"E02000881",5,2,1,223
"E02000881",5,2,2,55
"E02000881",5,2,3,16
"E02000881",5,2,4,172
"E02000881",5,2,5,14
"E02000881",5,3,1,0
"E02000881",5,3,2,98
"E02000881",5,3,3,27
"E02000881",5,3,4,93
"E02000881",5,3,5,4
"E02000881",5,4,1,0
"E02000881",5,4,2,295
"E02000881",5,4,3,43
"E02000881",5,4,4,83
"E02000881",5,4,5,7
"E02000881",6,1,1,29
"E02000881",6,1,2,0
"E02000881",6,1,3,1
"E02000881",6,1,4,0
"E02000881",6,1,5,1
"E02000881",6,2,1,75
"E02000881",6,2,2,11
"E02000881",6,2,3,18
"E02000881",6,2,4,35
"E02000881",6,2,5,54
"E02000881",6,3,1,0
"E02000881",6,3,2,30
"E02000881",6,3,3,19
"E02000881",6,3,4,22
"E02000881",6,3,5,23
"E02000881",6,4,1,0
"E02000881",6,4,2,82
"E02000881",6,4,3,21
"E02000881",6,4,4,24
"E02000881",6,4,5,19
"E02000882",2,1,1,58
"E02000882",2,1,2,1
"E02000882",2,1,3,1
"E02000882",2,1,4,1
"E02000882",2,1,5,0
"E02000882",2,2,1,10
"E02000882",2,2,2,25
"E02000882",2,2,3,2
"E02000882",2,2,4,9
"E02000882",2,2,5,6
"E02000882",2,3,1,0
"E02000882",2,3,2,6
"E02000882",2,3,3,0
"E02000882",2,3,4,3
"E02000882",2,3,5,2
"E02000882",2,4,1,0
"E02000882",2,4,2,12
"E02000882",2,4,3,3
"E02000882",2,4,4,1
"E02000882",2,4,5,0
"E02000882",3,1,1,103
"E02000882",3,1,2,2
"E02000882",3,1,3,1
"E02000882",3,1,4,1
"E02000882",3,1,5,0
"E02000882",3,2,1,108
"E02000882",3,2,2,55
"E02000882",3,2,3,54
"E02000882",3,2,4,11
"E02000882",3,2,5,38
"E02000882",3,3,1,0
"E02000882",3,3,2,49
"E02000882",3,3,3,17
"E02000882",3,3,4,5
"E02000882",3,3,5,9
"E02000882",3,4,1,0
"E02000882",3,4,2,69
"E02000882",3,4,3,21
"E02000882",3,4,4,4
"E02000882",3,4,5,4
"E02000882",5,1,1,196
"E02000882",5,1,2,2
"E02000882",5,1,3,0
"E02000882",5,1,4,6
"E02000882",5,1,5,2
"E02000882",5,2,1,329
"E02000882",5,2,2,103
"E02000882",5,2,3,38
"E02000882",5,2,4,172
"E02000882",5,2,5,37
"E02000882",5,3,1,0
"E02000882",5,3,2,125
"E02000882",5,3,3,21
"E02000882",5,3,4,85
"E02000882",5,3,5,9
"E02000882",5,4,1,0
"E02000882",5,4,2,492
"E02000882",5,4,3,57
"E02000882",5,4,4,96
"E02000882",5,4,5,15
"E02000882",6,1,1,35
"E02000882",6,1,2,0
"E02000882",6,1,3,2
"E02000882",6,1,4,0
"E02000882",6,1,5,4
"E02000882",6,2,1,47
"E02000882",6,2,2,16
"E02000882",6,2,3,20
"E02000882",6,2,4,15
"E02000882",6,2,5,78
"E02000882",6,3,1,0
"E02000882",6,3,2,25
"E02000882",6,3,3,8
"E02000882",6,3,4,14
"E02000882",6,3,5,17
"E02000882",6,4,1,0
"E02000882",6,4,2,76
"E02000882",6,4,3,26
"E02000882",6,4,4,13
"E02000882",6,4,5,12
"E02000883",2,1,1,70
"E02000883",2,1,2,1
"E02000883",2,1,3,0
"E02000883",2,1,4,2
"E02000883",2,1,5,4
"E02000883",2,2,1,7
"E02000883",2,2,2,32
"E02000883",2,2,3,5
"E02000883",2,2,4,17
"E02000883",2,2,5,13
"E02000883",2,3,1,0
"E02000883",2,3,2,7
"E02000883",2,3,3,1
"E02000883",2,3,4,1
"E02000883",2,3,5,1
"E02000883",2,4,1,0
"E02000883",2,4,2,13
"E02000883",2,4,3,1
"E02000883",2,4,4,2
"E02000883",2,4,5,1
"E02000883",3,1,1,78
"E02000883",3,1,2,1
"E02000883",3,1,3,0
"E02000883",3,1,4,1
"E02000883",3,1,5,1
"E02000883",3,2,1,26
"E02000883",3,2,2,32
"E02000883",3,2,3,19
"E02000883",3,2,4,16
"E02000883",3,2,5,18
"E02000883",3,3,1,0
"E02000883",3,3,2,25
"E02000883",3,3,3,4
"E02000883",3,3,4,8
"E02000883",3,3,5,0
"E02000883",3,4,1,0
"E02000883",3,4,2,66
"E02000883",3,4,3,14
"E02000883",3,4,4,9
"E02000883",3,4,5,3
"E02000883",5,1,1,291
"E02000883",5,1,2,4
"E02000883",5,1,3,1
"E02000883",5,1,4,9
"E02000883",5,1,5,5
"E02000883",5,2,1,298
"E02000883",5,2,2,93
"E02000883",5,2,3,26
"E02000883",5,2,4,238
"E02000883",5,2,5,38
"E02000883",5,3,1,0
"E02000883",5,3,2,107
"E02000883",5,3,3,29
"E02000883",5,3,4,102
"E02000883",5,3,5,4
"E02000883",5,4,1,0
"E02000883",5,4,2,328
"E02000883",5,4,3,40
"E02000883",5,4,4,110
"E02000883",5,4,5,8
"E02000883",6,1,1,84
"E02000883",6,1,2,1
"E02000883",6,1,3,0
"E02000883",6,1,4,1
"E02000883",6,1,5,2
"E02000883",6,2,1,70
"E02000883",6,2,2,34
"E02000883",6,2,3,22
"E02000883",6,2,4,49
"E02000883",6,2,5,79
"E02000883",6,3,1,0
"E02000883",6,3,2,41
"E02000883",6,3,3,15
"E02000883",6,3,4,26
"E02000883",6,3,5,23
"E02000883",6,4,1,0
"E02000883",6,4,2,111
"E02000883",6,4,3,29
"E02000883",6,4,4,25
"E02000883",6,4,5,38
"E02000884",2,1,1,73
"E02000884",2,1,2,2
"E02000884",2,1,3,0
"E02000884",2,1,4,0
"E02000884",2,1,5,0
"E02000884",2,2,1,48
"E02000884",2,2,2,23
"E02000884",2,2,3,9
"E02000884",2,2,4,16
"E02000884",2,2,5,16
"E02000884",2,3,1,0
"E02000884",2,3,2,16
"E02000884",2,3,3,0
"E02000884",2,3,4,2
"E02000884",2,3,5,2
"E02000884",2,4,1,0
"E02000884",2,4,2,29
"E02000884",2,4,3,6
"E02000884",2,4,4,6
"E02000884",2,4,5,6
"E02000884",3,1,1,130
"E02000884",3,1,2,2
"E02000884",3,1,3,0
"E02000884",3,1,4,0
"E02000884",3,1,5,4
"E02000884",3,2,1,95
"E02000884",3,2,2,61
"E02000884",3,2,3,49
"E02000884",3,2,4,10
"E02000884",3,2,5,49
"E02000884",3,3,1,0
"E02000884",3,3,2,23
"E02000884",3,3,3,13
"E02000884",3,3,4,2
"E02000884",3,3,5,2
"E02000884",3,4,1,0
"E02000884",3,4,2,55
"E02000884",3,4,3,21
"E02000884",3,4,4,3
"E02000884",3,4,5,3
"E02000884",5,1,1,74
"E02000884",5,1,2,1
"E02000884",5,1,3,1
"E02000884",5,1,4,4
"E02000884",5,1,5,1
"E02000884",5,2,1,305
"E02000884",5,2,2,39
"E02000884",5,2,3,6
"E02000884",5,2,4,75
"E02000884",5,2,5,20
"E02000884",5,3,1,0
"E02000884",5,3,2,100
"E02000884",5,3,3,8
"E02000884",5,3,4,45
"E02000884",5,3,5,2
"E02000884",5,4,1,0
"E02000884",5,4,2,237
"E02000884",5,4,3,23
"E02000884",5,4,4,49
"E02000884",5,4,5,8
"E02000884",6,1,1,159
"E02000884",6,1,2,2
"E02000884",6,1,3,0
"E02000884",6,1,4,0
"E02000884",6,1,5,6
"E02000884",6,2,1,389
"E02000884",6,2,2,51
"E02000884",6,2,3,92
"E02000884",6,2,4,22
"E02000884",6,2,5,502
"E02000884",6,3,1,0
"E02000884",6,3,2,29
"E02000884",6,3,3,42
"E02000884",6,3,4,11
"E02000884",6,3,5,113
"E02000884",6,4,1,0
"E02000884",6,4,2,160
"E02000884",6,4,3,209
"E02000884",6,4,4,15
"E02000884",6,4,5,131
"E02000885",2,1,1,54
"E02000885",2,1,2,1
"E02000885",2,1,3,0
"E02000885",2,1,4,1
"E02000885",2,1,5,0
"E02000885",2,2,1,9
"E02000885",2,2,2,21
"E02000885",2,2,3,10
"E02000885",2,2,4,15
"E02000885",2,2,5,10
"E02000885",2,3,1,0
"E02000885",2,3,2,7
"E02000885",2,3,3,0
"E02000885",2,3,4,1
"E02000885",2,3,5,2
"E02000885",2,4,1,0
"E02000885",2,4,2,14
"E02000885",2,4,3,2
"E02000885",2,4,4,5
"E02000885",2,4,5,1
"E02000885",3,1,1,57
"E02000885",3,1,2,0
"E02000885",3,1,3,2
"E02000885",3,1,4,1
"E02000885",3,1,5,0
"E02000885",3,2,1,47
"E02000885",3,2,2,47
"E02000885",3,2,3,19
"E02000885",3,2,4,13
"E02000885",3,2,5,26
"E02000885",3,3,1,0
"E02000885",3,3,2,16
"E02000885",3,3,3,8
"E02000885",3,3,4,9
"E02000885",3,3,5,2
"E02000885",3,4,1,0
"E02000885",3,4,2,86
"E02000885",3,4,3,20
"E02000885",3,4,4,8
"E02000885",3,4,5,5
"E02000885",5,1,1,158
"E02000885",5,1,2,4
"E02000885",5,1,3,2
"E02000885",5,1,4,7
"E02000885",5,1,5,2
"E02000885",5,2,1,409
"E02000885",5,2,2,79
"E02000885",5,2,3,12
"E02000885",5,2,4,152
"E02000885",5,2,5,20
"E02000885",5,3,1,0
"E02000885",5,3,2,75
"E02000885",5,3,3,15
"E02000885",5,3,4,70
"E02000885",5,3,5,3
"E02000885",5,4,1,0
"E02000885",5,4,2,302
"E02000885",5,4,3,35
"E02000885",5,4,4,67
"E02000885",5,4,5,9
"E02000885",6,1,1,45
"E02000885",6,1,2,0
"E02000885",6,1,3,2
"E02000885",6,1,4,0
"E02000885",6,1,5,4
"E02000885",6,2,1,79
"E02000885",6,2,2,20
"E02000885",6,2,3,30
"E02000885",6,2,4,22
"E02000885",6,2,5,126
"E02000885",6,3,1,0
"E02000885",6,3,2,27
"E02000885",6,3,3,15
"E02000885",6,3,4,16
"E02000885",6,3,5,24
"E02000885",6,4,1,0
"E02000885",6,4,2,82
"E02000885",6,4,3,30
"E02000885",6,4,4,22
"E02000885",6,4,5,25
"E02000886",2,1,1,134
"E02000886",2,1,2,6
"E02000886",2,1,3,0
"E02000886",2,1,4,1
"E02000886",2,1,5,0
"E02000886",2,2,1,34
"E02000886",2,2,2,63
"E02000886",2,2,3,26
"E02000886",2,2,4,15
"E02000886",2,2,5,26
"E02000886",2,3,1,0
"E02000886",2,3,2,12
"E02000886",2,3,3,2
"E02000886",2,3,4,5
"E02000886",2,3,5,3
"E02000886",2,4,1,0
"E02000886",2,4,2,19
"E02000886",2,4,3,5
"E02000886",2,4,4,2
"E02000886",2,4,5,3
"E02000886",3,1,1,197
"E02000886",3,1,2,1
"E02000886",3,1,3,3
"E02000886",3,1,4,0
"E02000886",3,1,5,0
"E02000886",3,2,1,69
"E02000886",3,2,2,128
"E02000886",3,2,3,86
"E02000886",3,2,4,15
"E02000886",3,2,5,41
"E02000886",3,3,1,0
"E02000886",3,3,2,64
"E02000886",3,3,3,13
"E02000886",3,3,4,4
"E02000886",3,3,5,4
"E02000886",3,4,1,0
"E02000886",3,4,2,66
"E02000886",3,4,3,19
"E02000886",3,4,4,6
"E02000886",3,4,5,10
"E02000886",5,1,1,115
"E02000886",5,1,2,1
"E02000886",5,1,3,0
"E02000886",5,1,4,2
"E02000886",5,1,5,0
"E02000886",5,2,1,299
"E02000886",5,2,2,45
"E02000886",5,2,3,11
"E02000886",5,2,4,97
"E02000886",5,2,5,21
"E02000886",5,3,1,0
"E02000886",5,3,2,49
"E02000886",5,3,3,10
"E02000886",5,3,4,40
"E02000886",5,3,5,3
"E02000886",5,4,1,0
"E02000886",5,4,2,202
"E02000886",5,4,3,26
"E02000886",5,4,4,50
"E02000886",5,4,5,13
"E02000886",6,1,1,136
"E02000886",6,1,2,0
"E02000886",6,1,3,2
"E02000886",6,1,4,1
"E02000886",6,1,5,1
"E02000886",6,2,1,158
"E02000886",6,2,2,98
"E02000886",6,2,3,91
"E02000886",6,2,4,31
"E02000886",6,2,5,227
"E02000886",6,3,1,0
"E02000886",6,3,2,43
"E02000886",6,3,3,28
"E02000886",6,3,4,16
"E02000886",6,3,5,35
"E02000886",6,4,1,0
"E02000886",6,4,2,116
"E02000886",6,4,3,87
"E02000886",6,4,4,12
"E02000886",6,4,5,37
"E02000887",2,1,1,65
"E02000887",2,1,2,2
"E02000887",2,1,3,0
"E02000887",2,1,4,0
"E02000887",2,1,5,3
"E02000887",2,2,1,16
"E02000887",2,2,2,33
"E02000887",2,2,3,12
"E02000887",2,2,4,29
"E02000887",2,2,5,7
"E02000887",2,3,1,0
"E02000887",2,3,2,16
"E02000887",2,3,3,2
"E02000887",2,3,4,3
"E02000887",2,3,5,1
"E02000887",2,4,1,0
"E02000887",2,4,2,15
"E02000887",2,4,3,2
"E02000887",2,4,4,7
"E02000887",2,4,5,0
"E02000887",3,1,1,110
"E02000887",3,1,2,0
"E02000887",3,1,3,0
"E02000887",3,1,4,2
"E02000887",3,1,5,1
"E02000887",3,2,1,49
"E02000887",3,2,2,62
"E02000887",3,2,3,32
"E02000887",3,2,4,27
"E02000887",3,2,5,33
"E02000887",3,3,1,0
"E02000887",3,3,2,31
"E02000887",3,3,3,9
"E02000887",3,3,4,10
"E02000887",3,3,5,3
"E02000887",3,4,1,0
"E02000887",3,4,2,79
"E02000887",3,4,3,21
"E02000887",3,4,4,5
"E02000887",3,4,5,2
"E02000887",5,1,1,202
"E02000887",5,1,2,0
"E02000887",5,1,3,0
"E02000887",5,1,4,8
"E02000887",5,1,5,1
"E02000887",5,2,1,298
"E02000887",5,2,2,78
"E02000887",5,2,3,19
"E02000887",5,2,4,208
"E02000887",5,2,5,31
"E02000887",5,3,1,0
"E02000887",5,3,2,113
"E02000887",5,3,3,27
"E02000887",5,3,4,99
"E02000887",5,3,5,3
"E02000887",5,4,1,0
"E02000887",5,4,2,356
"E02000887",5,4,3,69
"E02000887",5,4,4,100
"E02000887",5,4,5,21
"E02000887",6,1,1,83
"E02000887",6,1,2,2
"E02000887",6,1,3,0
"E02000887",6,1,4,2
"E02000887",6,1,5,5
"E02000887",6,2,1,125
"E02000887",6,2,2,31
"E02000887",6,2,3,39
"E02000887",6,2,4,49
"E02000887",6,2,5,133
"E02000887",6,3,1,0
"E02000887",6,3,2,36
"E02000887",6,3,3,23
"E02000887",6,3,4,38
"E02000887",6,3,5,39
"E02000887",6,4,1,0
"E02000887",6,4,2,114
"E02000887",6,4,3,47
"E02000887",6,4,4,39
"E02000887",6,4,5,38
"E02000888",2,1,1,99
"E02000888",2,1,2,1
"E02000888",2,1,3,2
"E02000888",2,1,4,0
"E02000888",2,1,5,0
"E02000888",2,2,1,36
"E02000888",2,2,2,55
"E02000888",2,2,3,17
"E02000888",2,2,4,7
"E02000888",2,2,5,18
"E02000888",2,3,1,0
"E02000888",2,3,2,12
"E02000888",2,3,3,1
"E02000888",2,3,4,0
"E02000888",2,3,5,1
"E02000888",2,4,1,0
"E02000888",2,4,2,24
"E02000888",2,4,3,2
"E02000888",2,4,4,2
"E02000888",2,4,5,3
"E02000888",3,1,1,183
"E02000888",3,1,2,1
"E02000888",3,1,3,1
"E02000888",3,1,4,2
"E02000888",3,1,5,1
"E02000888",3,2,1,111
"E02000888",3,2,2,110
"E02000888",3,2,3,69
"E02000888",3,2,4,17
"E02000888",3,2,5,31
"E02000888",3,3,1,0
"E02000888",3,3,2,53
"E02000888",3,3,3,14
"E02000888",3,3,4,11
"E02000888",3,3,5,5
"E02000888",3,4,1,0
"E02000888",3,4,2,106
"E02000888",3,4,3,38
"E02000888",3,4,4,8
"E02000888",3,4,5,5
"E02000888",5,1,1,100
"E02000888",5,1,2,0
"E02000888",5,1,3,0
"E02000888",5,1,4,2
"E02000888",5,1,5,2
"E02000888",5,2,1,254
"E02000888",5,2,2,33
"E02000888",5,2,3,10
"E02000888",5,2,4,101
"E02000888",5,2,5,18
"E02000888",5,3,1,0
"E02000888",5,3,2,64
"E02000888",5,3,3,16
"E02000888",5,3,4,57
"E02000888",5,3,5,5
"E02000888",5,4,1,0
"E02000888",5,4,2,290
"E02000888",5,4,3,31
"E02000888",5,4,4,71
"E02000888",5,4,5,8
"E02000888",6,1,1,149
"E02000888",6,1,2,0
"E02000888",6,1,3,1
"E02000888",6,1,4,0
"E02000888",6,1,5,2
"E02000888",6,2,1,208
"E02000888",6,2,2,78
"E02000888",6,2,3,86
"E02000888",6,2,4,19
"E02000888",6,2,5,228
"E02000888",6,3,1,0
"E02000888",6,3,2,61
"E02000888",6,3,3,28
"E02000888",6,3,4,3
